               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 513,              1.0396,            0.020266,                   0,             0.87006,             0.73915,             0.85324,             0.43803,              1.4316,            0.023433,                   0,           0.0048634,           0.0048634,           0.0048634
                 514,              1.0221,            0.020328,                   0,             0.84289,             0.75487,             0.85119,             0.42762,              1.4639,            0.023533,                   0,           0.0048479,           0.0048479,           0.0048479
                 515,              1.0803,            0.020123,                   0,             0.89054,             0.72638,             0.84063,             0.41092,              1.4733,            0.023644,                   0,           0.0048324,           0.0048324,           0.0048324
                 516,              1.0345,            0.020593,                   0,             0.88811,             0.73701,             0.84293,             0.43431,              1.4367,            0.023153,                   0,           0.0048168,           0.0048168,           0.0048168
                 517,              1.0367,            0.020151,                   0,             0.86264,             0.76136,             0.84928,             0.44707,              1.3908,            0.022858,                   0,           0.0048013,           0.0048013,           0.0048013
                 518,               1.034,             0.02032,                   0,             0.85341,             0.76552,             0.85097,             0.44627,              1.3831,            0.023089,                   0,           0.0047858,           0.0047858,           0.0047858
                 519,                1.03,             0.02008,                   0,             0.82953,             0.78995,             0.85687,             0.44516,              1.3656,            0.023349,                   0,           0.0047702,           0.0047702,           0.0047702
                 520,               1.029,            0.020321,                   0,             0.87176,             0.76136,             0.85876,             0.44947,              1.3643,            0.023616,                   0,           0.0047547,           0.0047547,           0.0047547
                 521,               1.096,            0.020398,                   0,             0.86802,             0.76461,             0.85567,             0.45033,              1.3805,            0.023603,                   0,           0.0047392,           0.0047392,           0.0047392
                 522,              1.0425,            0.020844,                   0,             0.84968,             0.79545,             0.85757,             0.44656,              1.4162,            0.023842,                   0,           0.0047237,           0.0047237,           0.0047237
                 523,              1.0352,            0.020756,                   0,             0.84975,             0.78041,             0.86193,             0.43938,              1.4794,            0.024644,                   0,           0.0047082,           0.0047082,           0.0047082
                 524,              1.0401,            0.020091,                   0,             0.86799,             0.76948,             0.86123,             0.43338,              1.4912,             0.02442,                   0,           0.0046926,           0.0046926,           0.0046926
                 525,              1.0325,            0.020102,                   0,             0.87065,              0.7649,             0.86392,               0.437,              1.4771,            0.023671,                   0,           0.0046771,           0.0046771,           0.0046771
                 526,              1.0235,            0.020505,                   0,             0.89228,             0.75812,              0.8686,             0.44776,               1.436,            0.023228,                   0,           0.0046616,           0.0046616,           0.0046616
                 527,               1.033,            0.020668,                   0,             0.87983,             0.77258,             0.86556,             0.45646,               1.397,            0.023242,                   0,           0.0046461,           0.0046461,           0.0046461
                 528,              1.0573,            0.020355,                   0,             0.86599,             0.77633,             0.85964,             0.46085,              1.3625,             0.02305,                   0,           0.0046306,           0.0046306,           0.0046306
                 529,              1.0246,            0.020309,                   0,              0.8658,             0.77503,             0.86289,             0.46091,               1.355,            0.023319,                   0,           0.0046151,           0.0046151,           0.0046151
                 530,              1.0284,            0.020285,                   0,             0.88656,             0.75974,              0.8645,             0.45148,              1.3983,             0.02363,                   0,           0.0045996,           0.0045996,           0.0045996
                 531,             0.99986,            0.020156,                   0,             0.88717,             0.76136,             0.86822,             0.45121,              1.4096,            0.023506,                   0,           0.0045842,           0.0045842,           0.0045842
                 532,              1.0212,            0.020098,                   0,             0.88412,             0.75556,             0.86531,             0.46104,              1.3718,            0.023822,                   0,           0.0045687,           0.0045687,           0.0045687
                 533,               1.037,            0.019687,                   0,             0.87129,             0.76786,             0.86363,             0.45926,              1.3651,             0.02434,                   0,           0.0045532,           0.0045532,           0.0045532
                 534,              1.0397,             0.01997,                   0,             0.88433,             0.75712,             0.85951,             0.45923,              1.3465,            0.023716,                   0,           0.0045377,           0.0045377,           0.0045377
                 535,              1.0599,            0.019988,                   0,             0.88291,             0.75812,             0.85773,              0.4546,              1.3604,             0.02397,                   0,           0.0045223,           0.0045223,           0.0045223
                 536,              1.0393,            0.020225,                   0,             0.88042,             0.76491,             0.85911,             0.44686,              1.3839,             0.02468,                   0,           0.0045068,           0.0045068,           0.0045068
                 537,               1.059,            0.020486,                   0,             0.87816,             0.76136,             0.85901,             0.44612,              1.4107,            0.024694,                   0,           0.0044914,           0.0044914,           0.0044914
                 538,              1.0207,            0.019652,                   0,             0.88035,             0.75252,              0.8536,             0.45422,              1.3827,            0.024464,                   0,           0.0044759,           0.0044759,           0.0044759
                 539,              1.0526,            0.020253,                   0,             0.89258,             0.75535,             0.85173,             0.46302,               1.357,            0.024811,                   0,           0.0044605,           0.0044605,           0.0044605
                 540,              1.0236,            0.020534,                   0,             0.89255,             0.75162,             0.84914,              0.4546,              1.3603,            0.024273,                   0,            0.004445,            0.004445,            0.004445
                 541,              1.0335,            0.020177,                   0,             0.88064,             0.76136,              0.8532,             0.45072,              1.3709,            0.023652,                   0,           0.0044296,           0.0044296,           0.0044296
                 542,              1.0257,            0.020634,                   0,             0.86203,             0.76948,             0.85369,             0.44631,              1.3718,            0.023925,                   0,           0.0044142,           0.0044142,           0.0044142
                 543,              1.0103,            0.019664,                   0,             0.84842,             0.77922,             0.85204,             0.44348,              1.3972,            0.024192,                   0,           0.0043988,           0.0043988,           0.0043988
                 544,              1.0275,            0.020106,                   0,             0.87103,             0.74557,              0.8518,               0.433,              1.4624,            0.024457,                   0,           0.0043833,           0.0043833,           0.0043833
                 545,              1.0188,            0.020474,                   0,             0.88454,             0.72403,             0.85061,             0.42613,              1.4313,            0.024693,                   0,           0.0043679,           0.0043679,           0.0043679
                 546,              1.0601,            0.020226,                   0,             0.89201,              0.7224,             0.84995,             0.43359,              1.3933,            0.024332,                   0,           0.0043525,           0.0043525,           0.0043525
                 547,              1.0382,            0.020501,                   0,             0.82055,             0.78896,             0.85364,             0.45266,              1.3668,            0.024174,                   0,           0.0043371,           0.0043371,           0.0043371
                 548,              1.0641,            0.020892,                   0,             0.87383,             0.75325,             0.85568,             0.45501,              1.3355,            0.023856,                   0,           0.0043218,           0.0043218,           0.0043218
                 549,              1.0132,            0.020757,                   0,             0.88618,             0.75649,             0.85924,             0.44699,              1.3419,            0.023866,                   0,           0.0043064,           0.0043064,           0.0043064
                 550,              1.0084,            0.020246,                   0,             0.89843,             0.75974,             0.86268,             0.45053,                1.35,            0.024171,                   0,            0.004291,            0.004291,            0.004291
                 551,              1.0445,            0.020389,                   0,             0.87638,             0.76948,             0.86818,             0.45261,              1.3553,             0.02416,                   0,           0.0042756,           0.0042756,           0.0042756
                 552,               1.023,             0.02024,                   0,             0.88433,             0.76953,             0.86984,             0.45039,              1.3745,            0.023854,                   0,           0.0042603,           0.0042603,           0.0042603
                 553,              1.0256,            0.020006,                   0,             0.88641,             0.76299,             0.86656,             0.44253,              1.3896,            0.023426,                   0,           0.0042449,           0.0042449,           0.0042449
                 554,              1.0079,            0.019908,                   0,             0.88176,             0.75057,             0.86209,             0.45291,               1.369,             0.02354,                   0,           0.0042296,           0.0042296,           0.0042296
                 555,             0.99361,            0.019884,                   0,             0.87353,             0.73864,             0.85769,             0.45789,              1.3498,             0.02378,                   0,           0.0042143,           0.0042143,           0.0042143
                 556,              1.0081,            0.019808,                   0,             0.88157,             0.74351,             0.85749,             0.46073,              1.3546,            0.023645,                   0,            0.004199,            0.004199,            0.004199
                 557,              1.0066,            0.019771,                   0,              0.8856,             0.74143,             0.85739,             0.46116,               1.348,            0.023433,                   0,           0.0041836,           0.0041836,           0.0041836
                 558,              1.0121,            0.019749,                   0,             0.82874,              0.7776,              0.8574,             0.45613,              1.3586,            0.023688,                   0,           0.0041683,           0.0041683,           0.0041683
                 559,              1.0115,            0.020104,                   0,             0.85018,             0.77383,             0.86391,              0.4666,              1.3737,            0.023734,                   0,            0.004153,            0.004153,            0.004153
                 560,              1.0301,            0.020109,                   0,              0.8581,              0.7776,             0.87063,             0.46835,              1.3914,            0.023771,                   0,           0.0041377,           0.0041377,           0.0041377
                 561,              1.0226,            0.020388,                   0,             0.83801,             0.79708,             0.86568,             0.46689,               1.367,            0.024097,                   0,           0.0041225,           0.0041225,           0.0041225
                 562,              1.0172,            0.019755,                   0,              0.8413,             0.78084,             0.86264,             0.45792,               1.362,            0.023766,                   0,           0.0041072,           0.0041072,           0.0041072
                 563,              1.0297,            0.020566,                   0,             0.79965,             0.82468,             0.86006,             0.45569,               1.374,            0.023527,                   0,           0.0040919,           0.0040919,           0.0040919
                 564,             0.99285,            0.019578,                   0,             0.81784,             0.80172,             0.85806,             0.44774,              1.3837,            0.023179,                   0,           0.0040767,           0.0040767,           0.0040767
                 565,              1.0166,            0.020192,                   0,              0.8597,             0.77597,             0.85553,             0.44529,               1.389,             0.02326,                   0,           0.0040614,           0.0040614,           0.0040614
                 566,              1.0165,            0.019568,                   0,             0.86177,             0.77273,             0.85683,             0.45346,              1.3504,            0.023729,                   0,           0.0040462,           0.0040462,           0.0040462
                 567,              1.0133,            0.019511,                   0,             0.86519,             0.76461,             0.85509,             0.45835,              1.3432,            0.024354,                   0,            0.004031,            0.004031,            0.004031
                 568,             0.99064,            0.020234,                   0,             0.85466,             0.77326,             0.85747,             0.45817,               1.358,            0.024759,                   0,           0.0040158,           0.0040158,           0.0040158
                 569,             0.99989,             0.02003,                   0,              0.8632,             0.77435,             0.85731,             0.45599,              1.3651,            0.025185,                   0,           0.0040006,           0.0040006,           0.0040006
                 570,             0.96194,            0.019737,                   0,             0.86299,              0.7771,             0.85548,             0.45385,              1.3571,            0.025297,                   0,           0.0039854,           0.0039854,           0.0039854
                 571,             0.96955,            0.019663,                   0,             0.83485,             0.78779,             0.85304,             0.44559,              1.3383,             0.02475,                   0,           0.0039702,           0.0039702,           0.0039702
                 572,             0.99524,            0.019898,                   0,             0.83699,             0.79221,             0.85672,              0.4457,              1.3564,            0.024168,                   0,            0.003955,            0.003955,            0.003955
                 573,             0.98159,            0.019589,                   0,              0.8609,             0.77597,             0.85347,              0.4543,              1.3617,            0.023591,                   0,           0.0039399,           0.0039399,           0.0039399
                 574,             0.99531,            0.019629,                   0,              0.8738,             0.75311,             0.85235,             0.45125,              1.3728,            0.023341,                   0,           0.0039247,           0.0039247,           0.0039247
                 575,              1.0028,            0.019553,                   0,             0.87309,             0.74513,             0.85301,             0.44464,              1.3989,            0.023516,                   0,           0.0039096,           0.0039096,           0.0039096
                 576,             0.99571,            0.019827,                   0,             0.85711,             0.76948,             0.85807,              0.4472,              1.4188,            0.024339,                   0,           0.0038944,           0.0038944,           0.0038944
                 577,             0.98171,            0.019496,                   0,             0.82367,             0.79383,             0.85495,             0.44068,              1.4165,            0.024838,                   0,           0.0038793,           0.0038793,           0.0038793
                 578,              1.0007,            0.019793,                   0,             0.82318,              0.7987,             0.85388,             0.45016,              1.3888,            0.024635,                   0,           0.0038642,           0.0038642,           0.0038642
                 579,              1.0109,             0.01979,                   0,             0.82557,             0.79708,              0.8517,             0.45031,              1.3904,            0.024167,                   0,           0.0038491,           0.0038491,           0.0038491
                 580,             0.97697,            0.019533,                   0,             0.80776,             0.79708,             0.84475,             0.43803,              1.4143,            0.023406,                   0,           0.0038341,           0.0038341,           0.0038341
                 581,              1.0102,            0.019735,                   0,             0.87525,             0.74188,             0.84352,             0.42839,              1.4315,            0.023197,                   0,            0.003819,            0.003819,            0.003819
                 582,             0.97502,            0.019464,                   0,             0.83837,             0.76623,             0.84361,             0.42905,              1.4297,            0.023368,                   0,           0.0038039,           0.0038039,           0.0038039
                 583,             0.98261,            0.019805,                   0,             0.87399,             0.74188,             0.84504,             0.43602,              1.3918,            0.023323,                   0,           0.0037889,           0.0037889,           0.0037889
                 584,             0.99592,            0.019531,                   0,             0.83163,             0.77778,             0.84464,             0.43618,              1.3749,            0.023232,                   0,           0.0037739,           0.0037739,           0.0037739
                 585,             0.97854,              0.0194,                   0,             0.83425,             0.76623,             0.83958,             0.44023,               1.364,            0.023234,                   0,           0.0037588,           0.0037588,           0.0037588
                 586,             0.99785,            0.019376,                   0,             0.81899,             0.79708,             0.84298,             0.44287,              1.3483,             0.02322,                   0,           0.0037438,           0.0037438,           0.0037438
                 587,             0.97966,            0.019712,                   0,             0.84244,             0.76384,             0.84566,             0.44266,              1.3635,            0.022979,                   0,           0.0037288,           0.0037288,           0.0037288
                 588,             0.95339,            0.019534,                   0,             0.84394,             0.76377,             0.85369,             0.44334,              1.3904,            0.022883,                   0,           0.0037139,           0.0037139,           0.0037139
                 589,             0.96936,             0.01974,                   0,             0.80617,               0.817,             0.85565,             0.44497,              1.3895,            0.022547,                   0,           0.0036989,           0.0036989,           0.0036989
